hypothesis,coin,feature,date,period,rolling_ic
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-23 00:00:00,train,-0.013650235833489096
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-24 00:00:00,train,-0.018297755819938536
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-25 00:00:00,train,-0.025422303011080963
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-26 00:00:00,train,-0.03344250128730962
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-27 00:00:00,train,-0.04477071966090674
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-28 00:00:00,train,-0.05881283140526776
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-29 00:00:00,train,-0.07052422853019738
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-30 00:00:00,train,-0.0506666490065293
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-01-31 00:00:00,train,-0.05034122069499035
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-01 00:00:00,train,-0.04946422563412808
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-02 00:00:00,train,-0.05652447943031398
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-03 00:00:00,train,-0.04060474796161817
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-04 00:00:00,train,-0.039971976612547006
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-05 00:00:00,train,-0.03762109773749559
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-06 00:00:00,train,-0.029326434852838996
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-07 00:00:00,train,-0.04887944039260102
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-08 00:00:00,train,-0.05565323192664757
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-09 00:00:00,train,-0.037068042809605746
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-10 00:00:00,train,-0.044570212052188175
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-11 00:00:00,train,-0.06238591589156762
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-12 00:00:00,train,-0.04598873120313128
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-13 00:00:00,train,-0.02711996389639449
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-14 00:00:00,train,-0.0206260866936236
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-15 00:00:00,train,-0.015154068585767119
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-16 00:00:00,train,-0.012723569418328385
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-17 00:00:00,train,-0.0009556782555681357
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-18 00:00:00,train,-0.020596821398101366
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-19 00:00:00,train,-0.024428528074668814
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-20 00:00:00,train,-0.027925922756770468
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-21 00:00:00,train,-0.026009255237582286
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-24 21:00:00,val,-0.06717170833974218
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-25 21:00:00,val,-0.05733393445551976
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-26 21:00:00,val,0.0181681399088318
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-27 21:00:00,val,0.03220011407898855
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-28 21:00:00,val,-0.0026131925822616025
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-02-29 21:00:00,val,0.045745218975614205
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-01 21:00:00,val,0.06770402924525269
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-02 21:00:00,val,0.061281071130316035
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-03 21:00:00,val,0.039273116419041965
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-04 21:00:00,val,0.014777479088500637
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-05 21:00:00,val,-0.07058369131114467
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-06 21:00:00,val,-0.08589364448457486
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-07 21:00:00,val,-0.028598895428179328
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-08 21:00:00,val,-0.028551961957520584
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-09 21:00:00,val,-0.025115334156927856
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-10 21:00:00,val,-0.020211036290039053
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-11 21:00:00,val,-0.050156549728058004
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-12 21:00:00,val,-0.06142883492670199
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-13 21:00:00,val,-0.033627094108375874
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-14 21:00:00,val,-0.030397224655777526
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-15 21:00:00,val,-0.013492956603638239
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-16 21:00:00,val,-0.005588919124604678
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-17 21:00:00,val,-0.009321669635511464
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-18 21:00:00,val,-0.012217932850175542
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-19 21:00:00,val,-0.015675600618650185
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-20 21:00:00,val,-0.03255862228877809
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-21 21:00:00,val,-0.05198497177992086
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-22 21:00:00,val,-0.06373345742579024
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-23 21:00:00,val,-0.07547664719767902
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-24 21:00:00,val,-0.06526891148513088
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-25 21:00:00,val,-0.06058393291257674
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-26 21:00:00,val,-0.05517616755746418
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-27 21:00:00,val,-0.050654436744314024
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-28 21:00:00,val,-0.06302179015396082
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-29 21:00:00,val,-0.06806868863134788
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-30 21:00:00,val,-0.07907020262228326
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-03-31 21:00:00,val,-0.08962995151931763
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-01 21:00:00,val,-0.08326883135923724
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-02 21:00:00,val,-0.0666778803537781
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-03 21:00:00,val,-0.05265670803967252
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-04 21:00:00,val,-0.036533242193208776
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-05 21:00:00,val,-0.000551271743695183
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-06 21:00:00,val,-0.03106329359240681
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-07 21:00:00,val,-0.04129716575059673
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-08 21:00:00,val,-0.0372920581399503
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-09 21:00:00,val,-0.05811506537650794
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-10 21:00:00,val,-0.040228924565815956
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-11 21:00:00,val,-0.03567366333993124
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-12 21:00:00,val,-0.04493058303939852
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-13 21:00:00,val,-0.040208063113129446
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-14 21:00:00,val,-0.03492392166763532
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-15 21:00:00,val,-0.019172642014616364
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-16 21:00:00,val,-0.018105424585014435
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-17 21:00:00,val,-0.018786701003962934
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-18 21:00:00,val,-0.010128115624342572
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-19 21:00:00,val,0.0203774870835591
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-20 21:00:00,val,0.02635855500210368
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-21 21:00:00,val,0.04020052388507079
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-22 21:00:00,val,0.046241778504711416
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-23 21:00:00,val,0.0390922990892133
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-24 21:00:00,val,0.037948773211373896
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-25 21:00:00,val,0.04122199984731403
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-26 21:00:00,val,0.017447150878958408
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-27 21:00:00,val,0.010856956559317291
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-28 21:00:00,val,0.02192746850138464
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-29 21:00:00,val,0.039526979678829524
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-04-30 21:00:00,val,0.05672930049465996
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-01 21:00:00,val,0.049948763997846465
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-02 21:00:00,val,0.028541630168549822
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-03 21:00:00,val,0.030904348378851143
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-04 21:00:00,val,0.02975313037487146
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-05 21:00:00,val,-0.011223778635468981
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-06 21:00:00,val,0.008282886646143692
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-07 21:00:00,val,0.009239034430348172
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-08 21:00:00,val,-0.002448858358146714
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-09 21:00:00,val,0.00737402768376178
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-10 21:00:00,val,0.012243535591997465
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-11 21:00:00,val,0.012171935203303447
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-12 21:00:00,val,0.0032091455212344033
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-13 21:00:00,val,-0.013167398330771107
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-14 21:00:00,val,-0.02356727676118315
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-15 21:00:00,val,-0.05266002856185533
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-16 21:00:00,val,-0.05058658267510661
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-17 21:00:00,val,-0.054499863598674814
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-18 21:00:00,val,-0.05024723445675008
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-19 21:00:00,val,-0.07554572622422326
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-20 21:00:00,val,-0.02372226190340679
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-21 21:00:00,val,-0.01500314695072353
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-22 21:00:00,val,0.00682125860715116
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-23 21:00:00,val,0.012901877397236314
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-24 21:00:00,val,-0.0016561163903357078
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-25 21:00:00,val,-0.02026828263272126
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-26 21:00:00,val,0.0027174945407913388
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-27 21:00:00,val,0.018424415206223704
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-28 21:00:00,val,0.016964601869371716
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-29 21:00:00,val,-0.005787536793992113
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-30 21:00:00,val,-0.02904825418715674
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-05-31 21:00:00,val,-0.020101450452849376
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-01 21:00:00,val,-0.011952464171326636
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-02 21:00:00,val,-0.0027456380222522074
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-03 21:00:00,val,0.003657206627170113
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-04 21:00:00,val,0.014771765878980866
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-05 21:00:00,val,-0.011149011630707422
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-06 21:00:00,val,-0.007219928771085505
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-07 21:00:00,val,0.012342797711411427
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-08 21:00:00,val,0.017782764069895585
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-09 21:00:00,val,0.005425541873829125
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-10 21:00:00,val,0.005807130641103088
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-11 21:00:00,val,-0.020132145726001312
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-12 21:00:00,val,-0.025614663630591884
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-13 21:00:00,val,-0.008693938244844584
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-14 21:00:00,val,-0.01261937339309056
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-15 21:00:00,val,-0.017036971015142524
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-16 21:00:00,val,-0.012466930094869249
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-17 21:00:00,val,-0.01027880815032673
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-18 21:00:00,val,0.005424585858136939
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-19 21:00:00,val,-0.024951685833351216
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-20 21:00:00,val,-0.04526154959086074
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-21 21:00:00,val,-0.04926591392338422
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-22 21:00:00,val,-0.0497184852396085
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-23 21:00:00,val,-0.040255224933684185
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-24 21:00:00,val,-0.027163079290551843
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-25 21:00:00,val,-0.04668757675403997
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-26 21:00:00,val,-0.03663023335953824
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-27 21:00:00,val,-0.03703231410068558
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-28 21:00:00,val,-0.02087662292306283
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-29 21:00:00,val,0.01197948581940031
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-06-30 21:00:00,val,0.0437898327100756
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-01 21:00:00,val,0.03944292703132298
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-02 21:00:00,val,0.03403720014705861
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-03 21:00:00,val,-0.0028819474770605076
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-04 21:00:00,val,0.006483041193955194
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-05 21:00:00,val,0.02440760858018154
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-06 21:00:00,val,0.025435277412485177
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-07 21:00:00,val,0.03973230328055447
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-08 21:00:00,val,0.04785310438462749
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-09 21:00:00,val,0.0503283060866118
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-10 21:00:00,val,0.034318439135191475
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-11 21:00:00,val,0.058742275151478035
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-12 21:00:00,val,0.07200768575250668
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-13 21:00:00,val,0.0733937176726756
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-14 21:00:00,val,0.09361723966496467
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-15 21:00:00,val,0.12025540754159164
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-16 21:00:00,val,0.1184537892457453
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-17 21:00:00,val,0.10679642346330395
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-18 21:00:00,val,0.10611732068796129
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-19 21:00:00,val,0.08938065912562576
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-20 21:00:00,val,0.0920491023154805
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-21 21:00:00,val,0.09205051746434151
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-22 21:00:00,val,0.07287794544315024
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-23 21:00:00,val,0.07423544687985172
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-24 21:00:00,val,0.07152053426175319
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-25 21:00:00,val,0.07894913976244576
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-26 21:00:00,val,0.053589224348275746
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-27 21:00:00,val,0.06721725800075014
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-28 21:00:00,val,0.05214741677130445
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-29 21:00:00,val,0.039201934567824975
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-30 21:00:00,val,0.029904122528765047
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-07-31 21:00:00,val,0.028622636594245403
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-01 21:00:00,val,0.020716520222285727
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-02 21:00:00,val,0.02748728629802692
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-03 21:00:00,val,0.02214956035777354
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-04 21:00:00,val,0.016099685765888293
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-05 21:00:00,val,0.03220355335127216
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-06 21:00:00,val,0.03304821731202115
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-07 21:00:00,val,0.0322275961381134
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-08 21:00:00,val,0.02730900216141535
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-09 21:00:00,val,0.05432453185695918
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-10 21:00:00,val,0.06714315598967824
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-11 21:00:00,val,0.0874185819056918
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-12 21:00:00,val,0.09335855643589731
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-13 21:00:00,val,0.06634622607559942
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-14 21:00:00,val,0.048719585630512055
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-15 21:00:00,val,0.040768977139129095
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-16 21:00:00,val,0.04240780603307434
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-17 21:00:00,val,0.026716544076068723
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-18 21:00:00,val,0.049371967288003415
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-19 21:00:00,val,0.03779408383466134
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-20 21:00:00,val,0.0270574744363311
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-21 21:00:00,val,0.0516217780183433
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-22 21:00:00,val,0.05378385537321368
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-23 21:00:00,val,0.053736741980432344
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-24 21:00:00,val,0.05410464622927436
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-25 21:00:00,val,0.06073169604445797
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-26 21:00:00,val,0.058358847301747466
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-27 21:00:00,val,0.0853178126860451
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-28 21:00:00,val,0.10389909705117203
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-29 21:00:00,val,0.10170609497961983
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-30 21:00:00,val,0.10256754684145905
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-08-31 21:00:00,val,0.10806911538146143
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-01 21:00:00,val,0.10934974089724522
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-02 21:00:00,val,0.1306436111508161
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-03 21:00:00,val,0.13417947002808137
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-04 21:00:00,val,0.12553831474165336
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-05 21:00:00,val,0.11372852692574145
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-06 21:00:00,val,0.12634221610476754
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-07 21:00:00,val,0.15757586962730716
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-08 21:00:00,val,0.15358371369933677
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-09 21:00:00,val,0.1426904752660088
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-10 21:00:00,val,0.12911992699534683
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-11 21:00:00,val,0.12165416305954112
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-12 21:00:00,val,0.1251653984312214
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-13 21:00:00,val,0.09830058749096754
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-14 21:00:00,val,0.11474275098962536
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-15 21:00:00,val,0.12220494317053708
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-16 21:00:00,val,0.11420874688594357
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-20 07:00:00,test,0.09836325742381319
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-21 07:00:00,test,-0.0008632970922472338
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-22 07:00:00,test,-0.027994611265371068
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-23 07:00:00,test,-0.011760043686561427
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-24 07:00:00,test,-0.012675885968295912
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-25 07:00:00,test,0.012932696040534222
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-26 07:00:00,test,0.05284789309683984
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-27 07:00:00,test,0.07812105604976621
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-28 07:00:00,test,0.028898259029074624
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-29 07:00:00,test,0.025946476828524512
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-09-30 07:00:00,test,-0.0107612544326458
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-01 07:00:00,test,-0.02453969722239824
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-02 07:00:00,test,-0.05734030249456258
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-03 07:00:00,test,-0.03601372512396005
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-04 07:00:00,test,-0.029888132016252577
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-05 07:00:00,test,-0.04535976222245649
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-06 07:00:00,test,-0.03903278137049218
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-07 07:00:00,test,-0.051513966133162906
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-08 07:00:00,test,-0.04885086586479326
H2_engagement_quality,BTC,musk_weighted_engagement_4h_log,2024-10-09 07:00:00,test,-0.04619325619918389
